task,dataset,seq_id,category,n_frames,n_boxes,purity,frac_small_area,frac_small_side,cats_in_seq,frac_small_per_cat,sqrt_area_max,sqrt_area_median,sqrt_area_min,sqrt_area_p05,sqrt_area_p95
MOT,airmot,airmot/7,airplane,143,2431,mixed,0.5882,0.4706,airplane,airplane:0.588,55.44,30.46,24.98,24.98,55.44
MOT,airmot,airmot/8,airplane,143,1892,mixed,0.852,0.5386,airplane,airplane:0.852,35.87,29.29,21.42,24.49,35.87
MOT,airmot,airmot/11,airplane,143,715,mixed,0.8,0.4,airplane,airplane:0.800,50.48,31.02,21.91,21.91,50.48
MOT,airmot,airmot/12,ship,325,41155,pure_small,1.0,1.0,ship,ship:1.000,14.46,8.06,3.87,6.48,11.83
MOT,airmot,airmot/13,ship,325,2579,mixed,0.874,0.874,ship,ship:0.874,49.11,7.48,5.92,5.92,49.11
MOT,airmot,airmot/14,ship,325,851,pure_small,1.0,1.0,ship,ship:1.000,9.17,8.49,6.0,7.48,9.17
MOT,airmot,airmot/15,ship,325,3724,pure_small,1.0,1.0,ship,ship:1.000,12.49,7.48,5.92,6.93,10.2
MOT,airmot,airmot/16,ship,325,7742,mixed,0.958,0.958,ship,ship:0.958,49.32,7.94,5.48,6.93,11.96
MOT,airmot,airmot/17,ship,325,325,pure_small,1.0,1.0,ship,ship:1.000,14.7,14.07,13.67,14.07,14.7
MOT,airmot,airmot/18,ship,326,4564,pure_small,1.0,1.0,ship,ship:1.000,16.31,13.07,6.71,6.71,16.31
MOT,airmot,airmot/19,ship,326,3033,mixed,0.8925,0.5101,ship,ship:0.892,92.81,22.58,8.77,9.49,92.81
MOT,airmot,airmot/20,ship,326,902,pure_small,1.0,0.4058,ship,ship:1.000,24.33,19.9,14.14,16.31,24.33
MOT,airmot,airmot/21,ship,326,2269,mixed,0.963,0.963,ship,ship:0.963,42.47,15.87,5.0,7.75,22.85
MOT,airmot,airmot/22,ship,326,3470,mixed,0.4761,0.2818,ship,ship:0.476,130.91,37.47,11.53,13.08,130.91
MOT,airmot,airmot/23,ship,326,7088,mixed,0.6899,0.5519,ship,ship:0.690,160.47,18.25,8.49,9.49,101.09
MOT,airmot,airmot/24,ship,326,3002,mixed,0.8914,0.457,ship,ship:0.891,74.9,26.94,7.48,8.94,74.9
MOT,airmot,airmot/25,ship,326,1748,mixed,0.3856,0.373,ship,ship:0.386,74.41,42.43,16.31,16.31,74.41
MOT,airmot,airmot/26,ship,326,921,mixed,0.9522,0.646,ship,ship:0.952,35.1,19.97,10.82,12.41,31.84
MOT,airmot,airmot/27,ship,326,250,pure_small,1.0,1.0,ship,ship:1.000,12.69,12.69,7.35,9.54,12.69
MOT,airmot,airmot/28,ship,326,4238,mixed,0.4615,0.3077,ship,ship:0.462,67.26,32.31,10.82,10.82,67.26
MOT,airmot,airmot/29,airplane,326,978,pure_large,0.0,0.0,airplane,airplane:0.000,63.5,56.99,50.2,55.48,63.5
MOT,airmot,airmot/30,airplane,326,1091,mixed,0.0871,0.0339,airplane,airplane:0.087,57.48,36.78,21.17,29.0,57.48
MOT,airmot,airmot/31,airplane,326,2791,mixed,0.2694,0.2451,airplane,airplane:0.269,65.48,37.42,20.78,25.83,63.45
MOT,airmot,airmot/32,airplane,326,1956,mixed,0.3333,0.3333,airplane,airplane:0.333,69.35,47.25,22.98,23.49,65.88
MOT,airmot,airmot/33,ship,326,326,pure_large,0.0,0.0,ship,ship:0.000,79.09,79.09,79.09,79.09,79.09
MOT,airmot,airmot/35,airplane,326,44,pure_large,0.0,0.0,airplane,airplane:0.000,62.0,61.5,46.95,60.99,62.0
MOT,airmot,airmot/36,airplane,326,326,pure_large,0.0,0.0,airplane,airplane:0.000,39.99,37.88,35.65,35.65,39.5
MOT,airmot,airmot/37,ship,326,481,mixed,0.0437,0.0,ship,ship:0.044,123.84,123.84,27.87,32.19,123.84
MOT,airmot,airmot/38,ship,326,171,mixed,0.1754,0.0,ship,ship:0.175,38.47,38.47,27.87,30.11,38.47
MOT,airmot,airmot/39,airplane,326,326,pure_large,0.0,0.0,airplane,airplane:0.000,40.5,38.47,35.78,35.78,40.0
MOT,airmot,airmot/40,ship,326,978,mixed,0.3333,0.2546,ship,ship:0.333,47.43,46.83,27.93,27.93,47.43
MOT,airmot,airmot/41,airplane,327,981,pure_large,0.0,0.0,airplane,airplane:0.000,40.25,38.79,38.47,38.47,40.25
MOT,airmot,airmot/42,airplane,327,650,pure_small,1.0,1.0,airplane,airplane:1.000,29.98,28.84,27.39,27.39,29.98
MOT,airmot,airmot/43,airplane,327,6754,mixed,0.0382,0.0,airplane,airplane:0.038,71.83,39.42,29.17,33.76,64.99
MOT,airmot,airmot/44,airplane,327,1025,pure_large,0.0,0.0,airplane,airplane:0.000,62.45,34.99,34.47,34.47,40.69
MOT,airmot,airmot/45,airplane,327,5044,mixed,0.3517,0.3241,airplane,airplane:0.352,40.99,36.95,17.44,17.44,40.99
MOT,airmot,airmot/46,airplane,327,7111,mixed,0.6244,0.5783,airplane,airplane:0.624,63.45,30.46,19.42,20.45,62.99
MOT,airmot,airmot/47,airplane,327,2696,mixed,0.0022,0.0,airplane,airplane:0.002,44.43,37.99,27.22,34.21,44.43
MOT,airmot,airmot/48,airplane,326,18,pure_small,1.0,1.0,airplane,airplane:1.000,27.46,26.93,20.35,22.44,27.46
MOT,airmot,airmot/49,airplane,326,134,pure_small,1.0,1.0,airplane,airplane:1.000,30.0,26.83,21.42,26.83,29.5
MOT,airmot,airmot/50,ship,326,333,pure_small,1.0,1.0,airplane|ship,airplane:1.000|ship:1.000,26.83,22.58,20.49,22.58,22.58
MOT,airmot,airmot/51,ship,326,1304,mixed,0.75,0.75,ship,ship:0.750,50.52,15.45,10.49,11.0,50.52
MOT,airmot,airmot/52,ship,326,331,pure_small,1.0,1.0,airplane|ship,airplane:1.000|ship:1.000,30.5,25.69,23.66,25.69,25.69
MOT,airmot,airmot/53,airplane,326,326,pure_large,0.0,0.0,airplane,airplane:0.000,50.5,44.02,42.85,42.85,49.48
MOT,airmot,airmot/54,airplane,326,6194,mixed,0.9474,0.9474,airplane,airplane:0.947,41.41,14.97,10.0,10.0,41.41
MOT,airmot,airmot/55,airplane,326,3260,mixed,0.4672,0.4,airplane,airplane:0.467,53.77,35.8,13.96,13.96,53.77
MOT,airmot,airmot/56,airplane,326,3156,pure_small,1.0,1.0,airplane,airplane:1.000,15.49,9.38,6.48,7.48,15.49
MOT,airmot,airmot/57,airplane,326,187,pure_small,1.0,1.0,airplane,airplane:1.000,16.43,14.97,11.31,14.97,14.97
MOT,airmot,airmot/58,ship,326,1346,pure_small,1.0,1.0,ship,ship:1.000,13.42,11.62,5.66,8.37,13.42
MOT,airmot,airmot/59,ship,326,2734,pure_small,1.0,1.0,ship,ship:1.000,17.66,11.0,5.0,6.93,16.43
MOT,airmot,airmot/60,ship,326,2734,mixed,0.7304,0.7217,ship,ship:0.730,44.5,8.83,6.32,6.32,44.5
MOT,airmot,airmot/61,ship,326,2838,mixed,0.6554,0.6554,ship,ship:0.655,87.33,12.96,4.9,5.92,87.26
MOT,airmot,airmot/62,ship,326,4317,mixed,0.7735,0.6979,ship,ship:0.773,79.13,12.0,7.42,8.12,79.13
MOT,airmot,airmot/63,ship,326,52615,mixed,0.9413,0.8455,ship,ship:0.941,51.96,16.49,5.0,7.07,33.47
MOT,airmot,airmot/64,airplane,72,864,mixed,0.9167,0.9167,airplane,airplane:0.917,36.95,27.25,20.9,20.9,36.95
MOT,airmot,airmot/65,airplane,72,288,mixed,0.25,0.0,airplane,airplane:0.250,53.85,47.96,29.85,29.85,53.85
MOT,airmot,airmot/66,ship,72,4896,pure_small,1.0,0.9853,ship,ship:1.000,21.82,8.43,5.92,6.32,18.33
MOT,airmot,airmot/67,ship,70,700,pure_small,1.0,1.0,ship,ship:1.000,18.97,15.3,12.65,12.65,18.97
MOT,airmot,airmot/68,ship,70,6090,pure_small,1.0,0.9885,ship,ship:1.000,26.94,9.49,6.0,6.32,20.35
MOT,airmot,airmot/95,ship,326,2103,pure_small,1.0,1.0,ship,ship:1.000,12.65,9.17,7.35,7.48,12.25
MOT,airmot,airmot/96,ship,326,5584,pure_small,1.0,1.0,ship,ship:1.000,17.94,9.49,7.48,7.48,17.94
MOT,airmot,airmot/97,ship,326,652,pure_small,1.0,1.0,ship,ship:1.000,13.86,10.71,7.75,7.75,13.27
MOT,airmot,airmot/98,ship,326,456,mixed,0.8838,0.8509,ship,ship:0.884,36.22,12.37,10.58,10.58,36.22
MOT,airmot,airmot/99,ship,326,2575,pure_small,1.0,1.0,ship,ship:1.000,10.49,7.48,5.92,5.92,9.95
MOT,airmot,airmot/100,ship,326,83652,mixed,0.9961,0.9961,ship,ship:0.996,71.44,8.37,4.9,6.32,17.32
MOT,satmtb,satmtb/airplane/02,mixed,93,279,mixed,0.6667,0.6667,airplane|ship,airplane:0.500|ship:1.000,40.52,25.14,7.53,7.54,40.51
MOT,satmtb,satmtb/airplane/03,airplane,173,346,pure_large,0.0,0.0,airplane,airplane:0.000,36.59,34.81,34.16,34.16,36.59
MOT,satmtb,satmtb/airplane/04,airplane,145,145,pure_large,0.0,0.0,airplane,airplane:0.000,53.31,51.72,46.25,51.72,51.72
MOT,satmtb,satmtb/airplane/05,airplane,258,774,mixed,0.0749,0.0,airplane,airplane:0.075,65.79,48.93,28.99,31.08,64.76
MOT,satmtb,satmtb/airplane/06,mixed,178,12510,mixed,0.9471,0.9471,airplane|car,airplane:0.000|car:1.000,64.82,5.39,3.56,4.51,43.67
MOT,satmtb,satmtb/airplane/07,airplane,215,430,pure_large,0.0,0.0,airplane,airplane:0.000,54.04,52.23,42.04,43.41,53.07
MOT,satmtb,satmtb/airplane/08,airplane,152,152,pure_large,0.0,0.0,airplane,airplane:0.000,48.44,45.1,44.22,44.36,47.31
MOT,satmtb,satmtb/airplane/09,mixed,288,6441,mixed,0.8864,0.8803,airplane|car,airplane:0.072|car:1.000,97.91,5.36,3.72,4.65,55.18
MOT,satmtb,satmtb/airplane/10,airplane,288,576,pure_large,0.0,0.0,airplane,airplane:0.000,69.41,59.68,49.0,52.72,67.63
MOT,satmtb,satmtb/airplane/11,mixed,288,12556,mixed,0.9771,0.9771,airplane|car,airplane:0.000|car:1.000,53.11,5.46,3.78,4.36,8.75
MOT,satmtb,satmtb/airplane/12,airplane,243,537,mixed,0.0037,0.0,airplane,airplane:0.004,99.43,79.61,29.79,42.03,97.89
MOT,satmtb,satmtb/airplane/13,mixed,243,4293,mixed,0.9434,0.9434,airplane|car,airplane:0.000|car:1.000,39.93,4.83,4.16,4.42,39.91
MOT,satmtb,satmtb/airplane/14,airplane,243,243,pure_large,0.0,0.0,airplane,airplane:0.000,87.01,87.01,87.0,87.0,87.01
MOT,satmtb,satmtb/airplane/15,airplane,293,393,mixed,0.2545,0.2545,airplane,airplane:0.255,53.9,53.88,21.73,28.48,53.9
MOT,satmtb,satmtb/airplane/16,airplane,293,819,mixed,0.1111,0.1111,airplane,airplane:0.111,52.27,45.47,18.49,29.36,52.04
MOT,satmtb,satmtb/airplane/17,mixed,293,8511,mixed,0.9656,0.9656,airplane|car,airplane:0.000|car:1.000,36.0,5.03,3.97,4.53,11.45
MOT,satmtb,satmtb/airplane/18,airplane,233,321,mixed,0.0031,0.0,airplane,airplane:0.003,39.9,39.89,30.5,39.58,39.9
MOT,satmtb,satmtb/airplane/19,airplane,80,80,pure_large,0.0,0.0,airplane,airplane:0.000,43.46,43.2,42.64,42.71,43.46
MOT,satmtb,satmtb/airplane/20,airplane,193,386,pure_large,0.0,0.0,airplane,airplane:0.000,59.82,57.92,43.88,52.03,59.56
MOT,satmtb,satmtb/airplane/21,airplane,193,579,pure_large,0.0,0.0,airplane,airplane:0.000,55.95,50.71,39.84,47.27,54.58
MOT,satmtb,satmtb/airplane/22,mixed,193,13598,mixed,0.9432,0.9432,airplane|car,airplane:0.000|car:1.000,103.53,5.43,3.63,4.3,50.41
MOT,satmtb,satmtb/airplane/23,airplane,64,78,pure_large,0.0,0.0,airplane,airplane:0.000,52.66,52.19,47.18,48.81,52.65
MOT,satmtb,satmtb/airplane/24,airplane,193,193,pure_large,0.0,0.0,airplane,airplane:0.000,56.07,55.36,52.91,52.91,56.06
MOT,satmtb,satmtb/airplane/25,mixed,140,4912,mixed,0.9715,0.9715,airplane|car,airplane:0.000|car:1.000,89.85,5.0,3.56,4.17,5.67
MOT,satmtb,satmtb/airplane/26,airplane,142,142,pure_large,0.0,0.0,airplane,airplane:0.000,50.62,50.61,50.61,50.61,50.62
MOT,satmtb,satmtb/airplane/27,mixed,319,70084,mixed,0.9888,0.9888,airplane|car,airplane:0.289|car:1.000,48.57,5.15,3.6,4.33,7.29
MOT,satmtb,satmtb/airplane/28,airplane,319,1951,pure_large,0.0,0.0,airplane,airplane:0.000,99.07,70.0,41.61,49.69,91.2
MOT,satmtb,satmtb/airplane/29,airplane,319,319,pure_large,0.0,0.0,airplane,airplane:0.000,58.17,53.42,43.66,47.1,55.6
MOT,satmtb,satmtb/airplane/30,airplane,319,510,pure_large,0.0,0.0,airplane,airplane:0.000,52.76,49.98,48.23,49.46,52.7
MOT,satmtb,satmtb/airplane/31,mixed,319,17966,mixed,0.9645,0.9645,airplane|car,airplane:0.000|car:1.000,52.9,5.3,3.54,4.59,13.88
MOT,satmtb,satmtb/airplane/32,airplane,283,283,pure_large,0.0,0.0,airplane,airplane:0.000,50.64,50.39,50.13,50.16,50.61
MOT,satmtb,satmtb/airplane/33,mixed,283,63231,mixed,0.9955,0.9955,airplane|car,airplane:0.000|car:1.000,94.19,5.39,3.66,4.6,7.0
MOT,satmtb,satmtb/airplane/34,airplane,283,764,pure_large,0.0,0.0,airplane,airplane:0.000,114.18,100.09,40.67,48.07,110.54
MOT,satmtb,satmtb/airplane/35,mixed,283,39089,mixed,0.9928,0.9928,airplane|car,airplane:0.000|car:1.000,60.1,5.31,3.72,4.57,6.7
MOT,satmtb,satmtb/airplane/36,mixed,324,14801,mixed,0.9562,0.9562,airplane|car,airplane:0.000|car:1.000,80.68,5.77,3.54,4.5,12.72
MOT,satmtb,satmtb/airplane/37,mixed,140,5948,mixed,0.9385,0.9385,airplane|car,airplane:0.000|car:1.000,52.4,5.0,3.73,4.4,39.11
MOT,satmtb,satmtb/airplane/38,airplane,140,120,pure_large,0.0,0.0,airplane,airplane:0.000,41.99,40.03,37.6,38.02,41.8
MOT,satmtb,satmtb/airplane/39,airplane,68,67,mixed,0.0299,0.0,airplane,airplane:0.030,54.1,54.1,25.59,44.84,54.1
MOT,satmtb,satmtb/airplane/40,mixed,325,15366,mixed,0.9577,0.9577,airplane|car,airplane:0.000|car:1.000,82.87,5.77,3.86,4.7,10.55
MOT,satmtb,satmtb/airplane/41,airplane,68,136,mixed,0.4118,0.3971,airplane,airplane:0.412,80.41,56.92,30.61,30.61,80.32
MOT,satmtb,satmtb/airplane/42,airplane,67,67,pure_large,0.0,0.0,airplane,airplane:0.000,71.86,71.86,71.85,71.85,71.86
MOT,satmtb,satmtb/airplane/43,mixed,141,1197,mixed,0.8822,0.7393,airplane|car,airplane:0.667|car:1.000,53.57,5.43,4.16,4.75,53.57
MOT,satmtb,satmtb/airplane/44,airplane,141,304,pure_large,0.0,0.0,airplane,airplane:0.000,67.45,54.18,40.84,40.85,67.45
MOT,satmtb,satmtb/airplane/45,airplane,141,490,mixed,0.0286,0.0,airplane,airplane:0.029,65.17,44.88,24.52,39.52,65.17
MOT,satmtb,satmtb/airplane/46,airplane,143,655,pure_large,0.0,0.0,airplane,airplane:0.000,65.52,45.11,36.58,39.14,65.49
MOT,satmtb,satmtb/airplane/47,mixed,45,786,mixed,0.9427,0.9427,airplane|car,airplane:0.000|car:1.000,75.53,5.09,4.17,4.58,73.48
MOT,satmtb,satmtb/airplane/48,mixed,114,1766,mixed,0.8063,0.8063,airplane|car,airplane:0.000|car:1.000,45.05,5.43,4.24,4.65,45.05
MOT,satmtb,satmtb/airplane/49,airplane,140,171,pure_large,0.0,0.0,airplane,airplane:0.000,69.73,45.99,45.98,45.98,68.51
MOT,satmtb,satmtb/airplane/50,mixed,141,3515,mixed,0.8797,0.8797,airplane|car,airplane:0.041|car:1.000,41.82,5.04,4.03,4.41,34.04
MOT,satmtb,satmtb/airplane/51,airplane,53,106,pure_large,0.0,0.0,airplane,airplane:0.000,61.15,59.01,53.27,53.75,61.15
MOT,satmtb,satmtb/airplane/52,airplane,137,137,pure_large,0.0,0.0,airplane,airplane:0.000,43.27,43.26,43.26,43.26,43.27
MOT,satmtb,satmtb/airplane/53,airplane,326,1928,mixed,0.3574,0.3563,airplane,airplane:0.357,41.85,33.81,19.79,21.17,41.5
MOT,satmtb,satmtb/airplane/54,airplane,325,559,mixed,0.9428,0.9428,airplane,airplane:0.943,46.96,18.64,8.0,11.25,46.96
MOT,satmtb,satmtb/airplane/55,airplane,325,369,mixed,0.1192,0.1192,airplane,airplane:0.119,37.72,36.26,9.35,11.14,37.61
MOT,satmtb,satmtb/airplane/56,airplane,326,465,pure_small,1.0,1.0,airplane,airplane:1.000,25.15,23.8,16.64,22.4,24.93
MOT,satmtb,satmtb/airplane/57,airplane,290,870,mixed,0.3333,0.3333,airplane,airplane:0.333,43.8,38.42,20.47,20.97,43.22
MOT,satmtb,satmtb/airplane/58,airplane,143,212,pure_small,1.0,1.0,airplane,airplane:1.000,27.08,23.4,18.09,22.64,26.08
MOT,satmtb,satmtb/airplane/59,airplane,144,144,pure_small,1.0,0.6111,airplane,airplane:1.000,30.23,29.13,29.13,29.13,30.23
MOT,satmtb,satmtb/airplane/60,mixed,143,885,pure_small,1.0,1.0,airplane|car,airplane:1.000|car:1.000,28.94,13.69,4.79,5.22,28.02
MOT,satmtb,satmtb/airplane/61,airplane,144,288,pure_large,0.0,0.0,airplane,airplane:0.000,54.61,44.07,33.18,33.18,54.61
MOT,satmtb,satmtb/airplane/62,airplane,326,284,mixed,0.0246,0.007,airplane,airplane:0.025,40.08,40.08,10.95,35.22,40.08
MOT,satmtb,satmtb/airplane/63,airplane,432,2160,mixed,0.8,0.8,airplane,airplane:0.800,42.31,24.15,22.77,23.33,42.31
MOT,satmtb,satmtb/car/01,car,135,1376,pure_small,1.0,1.0,car,car:1.000,5.45,3.57,2.62,2.65,5.25
MOT,satmtb,satmtb/car/02,car,65,3868,pure_small,1.0,1.0,car,car:1.000,8.0,3.68,2.11,2.92,5.49
MOT,satmtb,satmtb/car/03,mixed,65,2243,mixed,0.9719,0.9719,car|ship,car:1.000|ship:0.000,52.23,3.92,2.78,3.08,5.1
MOT,satmtb,satmtb/car/04,car,30,519,pure_small,1.0,1.0,car,car:1.000,7.77,4.15,3.1,3.38,5.14
MOT,satmtb,satmtb/car/05,mixed,30,499,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,5.01,3.5,2.71,2.71,5.01
MOT,satmtb,satmtb/car/06,car,65,2588,pure_small,1.0,1.0,car,car:1.000,10.85,3.63,2.18,2.49,6.91
MOT,satmtb,satmtb/car/07,car,65,1111,pure_small,1.0,1.0,car,car:1.000,8.1,3.96,2.68,3.49,7.85
MOT,satmtb,satmtb/car/08,car,300,4071,pure_small,1.0,1.0,car,car:1.000,10.19,3.94,2.14,3.32,6.26
MOT,satmtb,satmtb/car/09,car,200,3290,pure_small,1.0,1.0,car,car:1.000,18.28,4.65,2.13,3.21,15.76
MOT,satmtb,satmtb/car/10,car,100,5419,pure_small,1.0,1.0,car,car:1.000,11.04,4.53,2.94,3.42,7.12
MOT,satmtb,satmtb/car/11,car,200,3479,pure_small,1.0,1.0,car,car:1.000,15.1,4.01,1.45,3.07,13.67
MOT,satmtb,satmtb/car/12,car,200,2641,pure_small,1.0,1.0,car,car:1.000,15.38,5.68,3.21,4.0,14.75
MOT,satmtb,satmtb/car/15,car,100,4054,pure_small,1.0,1.0,car,car:1.000,9.13,4.04,2.38,2.83,7.41
MOT,satmtb,satmtb/car/16,car,100,3955,pure_small,1.0,1.0,car,car:1.000,9.97,4.43,2.41,3.32,8.2
MOT,satmtb,satmtb/car/17,car,100,1333,pure_small,1.0,1.0,car,car:1.000,13.82,6.46,3.59,4.65,12.48
MOT,satmtb,satmtb/car/18,mixed,150,6153,mixed,0.9756,0.9756,airplane|car,airplane:0.667|car:1.000,48.47,4.86,3.07,3.61,9.37
MOT,satmtb,satmtb/car/19,car,100,1023,pure_small,1.0,1.0,car,car:1.000,11.61,4.76,2.1,3.99,8.19
MOT,satmtb,satmtb/car/20,mixed,100,1218,mixed,0.9852,0.9852,airplane|car,airplane:0.143|car:1.000,36.44,3.6,2.13,2.95,10.36
MOT,satmtb,satmtb/car/21,car,100,1581,pure_small,1.0,1.0,car,car:1.000,12.4,3.57,2.53,2.65,6.11
MOT,satmtb,satmtb/car/22,mixed,100,3414,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,8.12,4.43,2.5,2.89,5.69
MOT,satmtb,satmtb/car/23,car,100,6561,pure_small,1.0,1.0,car,car:1.000,6.85,4.69,2.32,4.1,5.92
MOT,satmtb,satmtb/car/24,car,100,5080,pure_small,1.0,1.0,car,car:1.000,13.23,5.35,2.38,4.09,10.0
MOT,satmtb,satmtb/car/25,mixed,200,1879,mixed,0.901,0.8978,airplane|car,airplane:0.070|car:1.000,41.55,4.51,2.67,3.42,38.69
MOT,satmtb,satmtb/car/26,mixed,200,6226,mixed,0.9749,0.9738,airplane|car,airplane:0.082|car:1.000,39.01,3.99,1.97,3.01,9.9
MOT,satmtb,satmtb/car/27,mixed,200,1386,pure_small,1.0,1.0,car|ship,car:1.000|ship:1.000,6.67,4.89,2.01,3.77,5.97
MOT,satmtb,satmtb/car/28,car,100,3446,pure_small,1.0,1.0,car,car:1.000,8.23,3.84,2.6,3.11,5.53
MOT,satmtb,satmtb/car/29,car,200,1894,pure_small,1.0,1.0,car,car:1.000,8.29,4.5,3.26,3.82,6.59
MOT,satmtb,satmtb/car/30,car,300,2293,pure_small,1.0,1.0,car,car:1.000,7.08,3.72,2.41,2.88,5.17
MOT,satmtb,satmtb/car/31,mixed,200,9307,pure_small,1.0,1.0,airplane|car,airplane:1.000|car:1.000,18.32,4.66,2.07,3.36,7.88
MOT,satmtb,satmtb/car/32,car,150,6681,pure_small,1.0,1.0,car,car:1.000,9.83,4.12,2.4,3.38,5.3
MOT,satmtb,satmtb/car/33,car,150,4216,pure_small,1.0,1.0,car,car:1.000,6.72,4.15,2.36,3.05,5.55
MOT,satmtb,satmtb/car/34,car,100,4289,pure_small,1.0,1.0,car,car:1.000,6.57,4.34,3.15,3.42,6.06
MOT,satmtb,satmtb/car/35,car,150,3967,pure_small,1.0,1.0,car,car:1.000,11.87,4.61,2.4,3.65,7.19
MOT,satmtb,satmtb/car/36,car,100,5156,pure_small,1.0,1.0,car,car:1.000,12.78,4.96,3.0,3.91,7.69
MOT,satmtb,satmtb/car/37,car,100,1036,pure_small,1.0,1.0,car,car:1.000,11.01,5.06,3.42,4.14,11.01
MOT,satmtb,satmtb/car/38,car,200,1552,pure_small,1.0,1.0,car,car:1.000,6.13,4.26,2.64,3.09,5.38
MOT,satmtb,satmtb/car/39,car,100,2209,pure_small,1.0,1.0,car,car:1.000,7.57,4.99,2.75,3.95,6.39
MOT,satmtb,satmtb/car/40,car,100,1875,pure_small,1.0,1.0,car,car:1.000,5.18,3.78,2.72,2.92,4.9
MOT,satmtb,satmtb/car/41,car,100,3473,pure_small,1.0,1.0,car,car:1.000,4.99,3.43,2.3,2.41,4.24
MOT,satmtb,satmtb/car/42,car,100,1405,pure_small,1.0,1.0,car,car:1.000,11.17,3.79,2.8,2.81,9.23
MOT,satmtb,satmtb/car/43,car,150,1676,pure_small,1.0,1.0,car,car:1.000,15.72,4.15,2.86,3.26,13.5
MOT,satmtb,satmtb/car/45,car,100,1309,pure_small,1.0,1.0,car,car:1.000,5.44,4.0,2.72,3.03,4.67
MOT,satmtb,satmtb/car/46,car,100,3225,pure_small,1.0,1.0,car,car:1.000,5.59,4.22,2.23,2.75,5.07
MOT,satmtb,satmtb/car/47,car,200,10973,pure_small,1.0,1.0,car,car:1.000,7.65,4.32,3.02,3.13,5.88
MOT,satmtb,satmtb/car/48,car,200,4263,pure_small,1.0,1.0,car,car:1.000,16.13,5.41,3.0,3.1,9.61
MOT,satmtb,satmtb/car/49,car,200,18309,pure_small,1.0,1.0,car,car:1.000,5.86,3.72,3.0,3.1,4.67
MOT,satmtb,satmtb/car/50,car,200,15913,pure_small,1.0,1.0,car,car:1.000,14.25,4.35,3.01,3.17,6.09
MOT,satmtb,satmtb/car/51,car,200,10419,pure_small,1.0,1.0,car,car:1.000,7.53,4.28,3.01,3.37,5.7
MOT,satmtb,satmtb/car/52,car,200,13945,pure_small,1.0,1.0,car,car:1.000,15.0,5.32,3.0,3.99,9.16
MOT,satmtb,satmtb/car/53,car,200,13096,pure_small,1.0,1.0,car,car:1.000,10.97,3.9,3.0,3.4,4.81
MOT,satmtb,satmtb/car/54,car,200,4707,pure_small,1.0,1.0,car,car:1.000,8.94,5.75,3.19,3.47,6.86
MOT,satmtb,satmtb/car/55,car,200,4581,pure_small,1.0,1.0,car,car:1.000,6.71,3.88,3.01,3.2,5.42
MOT,satmtb,satmtb/car/56,car,200,4877,pure_small,1.0,1.0,car,car:1.000,11.09,4.63,3.13,3.45,6.91
MOT,satmtb,satmtb/car/57,car,200,8727,pure_small,1.0,1.0,car,car:1.000,11.83,6.54,3.07,5.06,8.94
MOT,satmtb,satmtb/car/58,car,200,2599,pure_small,1.0,1.0,car,car:1.000,12.11,4.31,3.02,3.27,9.47
MOT,satmtb,satmtb/car/59,car,200,6443,pure_small,1.0,1.0,car,car:1.000,7.8,4.31,3.0,3.32,5.57
MOT,satmtb,satmtb/car/60,car,200,6748,pure_small,1.0,1.0,car,car:1.000,14.69,5.8,3.08,3.26,9.36
MOT,satmtb,satmtb/car/61,car,200,4739,pure_small,1.0,1.0,car,car:1.000,13.94,4.76,3.05,3.36,9.68
MOT,satmtb,satmtb/car/62,car,200,6008,pure_small,1.0,1.0,car,car:1.000,13.16,4.71,3.0,3.17,6.89
MOT,satmtb,satmtb/car/63,car,200,5665,pure_small,1.0,1.0,car,car:1.000,8.94,4.59,3.07,3.46,8.61
MOT,satmtb,satmtb/car/64,car,200,6578,pure_small,1.0,1.0,car,car:1.000,10.22,6.03,3.24,4.54,7.76
MOT,satmtb,satmtb/car/65,car,200,6221,pure_small,1.0,1.0,car,car:1.000,7.09,3.91,3.05,3.17,5.15
MOT,satmtb,satmtb/car/66,car,200,6845,pure_small,1.0,1.0,car,car:1.000,7.16,4.8,3.05,3.53,6.56
MOT,satmtb,satmtb/car/67,car,200,11484,pure_small,1.0,1.0,car,car:1.000,5.92,3.89,3.01,3.19,5.09
MOT,satmtb,satmtb/car/68,car,200,5600,pure_small,1.0,1.0,car,car:1.000,5.32,4.21,3.05,3.25,5.08
MOT,satmtb,satmtb/car/69,car,200,21329,pure_small,1.0,1.0,car,car:1.000,19.36,5.78,3.1,4.26,8.8
MOT,satmtb,satmtb/car/70,car,200,20005,pure_small,1.0,1.0,car,car:1.000,12.8,4.65,3.0,3.21,8.07
MOT,satmtb,satmtb/car/71,car,200,17116,pure_small,1.0,1.0,car,car:1.000,10.43,5.65,3.01,3.43,8.26
MOT,satmtb,satmtb/car/72,car,200,17013,pure_small,1.0,1.0,car,car:1.000,12.35,5.06,3.03,4.0,8.29
MOT,satmtb,satmtb/car/73,car,200,8469,pure_small,1.0,1.0,car,car:1.000,8.1,4.71,3.0,3.21,6.76
MOT,satmtb,satmtb/car/74,car,200,14657,pure_small,1.0,1.0,car,car:1.000,17.57,4.41,3.0,3.28,9.87
