seq_id,dataset,category,track_id,n_obs,median_sqrt_area,net_disp_px,path_len_px,net_disp_ratio,path_len_ratio,mean_step_px
sdmcar/train/16-2,sdmcar,car,240,29,10.0,100.44,100.89,10.044,10.089,3.603
sdmcar/train/16-2,sdmcar,car,254,52,10.49,104.71,107.4,9.984,10.24,2.106
sdmcar/train/16-2,sdmcar,car,257,135,10.49,177.72,240.38,16.945,22.919,1.794
sdmcar/train/16-2,sdmcar,car,261,135,11.49,97.22,230.11,8.462,20.028,1.717
sdmcar/train/16-2,sdmcar,car,266,135,11.0,345.01,362.6,31.364,32.963,2.706
sdmcar/train/16-2,sdmcar,car,267,135,10.0,142.21,252.43,14.221,25.243,1.884
sdmcar/train/16-2,sdmcar,car,272,135,10.95,284.08,296.73,25.933,27.087,2.214
sdmcar/train/16-2,sdmcar,car,273,135,10.49,271.57,278.89,25.893,26.591,2.081
sdmcar/train/16-2,sdmcar,car,274,135,10.95,391.48,397.19,35.737,36.259,2.964
sdmcar/train/16-2,sdmcar,car,275,135,10.95,228.62,234.61,20.87,21.417,1.751
sdmcar/train/16-2,sdmcar,car,278,135,10.49,301.5,309.15,28.747,29.476,2.307
sdmcar/train/16-2,sdmcar,car,279,54,10.0,22.61,29.19,2.261,2.919,0.551
sdmcar/train/16-2,sdmcar,car,280,135,10.0,186.03,193.83,18.603,19.383,1.446
sdmcar/train/16-2,sdmcar,car,281,135,10.49,231.66,238.96,22.087,22.784,1.783
sdmcar/train/16-2,sdmcar,car,290,135,11.0,180.81,196.72,16.437,17.884,1.468
sdmcar/train/16-2,sdmcar,car,291,32,10.49,59.54,60.97,5.677,5.814,1.967
sdmcar/train/16-2,sdmcar,car,292,53,10.49,107.34,110.1,10.235,10.498,2.117
sdmcar/train/16-2,sdmcar,car,293,64,10.49,123.92,131.51,11.815,12.539,2.088
sdmcar/train/16-2,sdmcar,car,294,93,10.49,142.13,146.39,13.552,13.958,1.591
sdmcar/train/16-2,sdmcar,car,295,71,10.0,149.62,153.95,14.962,15.395,2.199
sdmcar/train/16-2,sdmcar,car,296,78,10.49,161.19,167.25,15.369,15.947,2.172
sdmcar/train/16-2,sdmcar,car,297,125,10.49,302.08,309.81,28.802,29.539,2.498
sdmcar/train/16-2,sdmcar,car,300,135,10.49,350.04,356.3,33.375,33.972,2.659
sdmcar/train/16-2,sdmcar,car,306,135,10.95,299.35,306.43,27.327,27.973,2.287
sdmcar/train/16-2,sdmcar,car,307,135,10.0,297.55,304.46,29.755,30.446,2.272
sdmcar/train/16-2,sdmcar,car,308,135,10.95,242.3,248.04,22.119,22.643,1.851
sdmcar/train/16-2,sdmcar,car,309,135,10.49,228.8,243.16,21.815,23.185,1.815
sdmcar/train/16-2,sdmcar,car,310,135,11.0,317.75,323.78,28.886,29.434,2.416
sdmcar/train/16-2,sdmcar,car,311,135,10.95,259.17,266.13,23.659,24.294,1.986
sdmcar/train/16-2,sdmcar,car,312,135,10.95,246.31,260.35,22.485,23.767,1.943
sdmcar/train/16-2,sdmcar,car,216,247,10.95,292.47,34420.27,26.699,3142.126,139.92
sdmcar/train/16-2,sdmcar,car,313,135,10.49,210.09,219.21,20.032,20.901,1.636
sdmcar/train/16-2,sdmcar,car,314,123,10.49,202.19,209.79,19.278,20.002,1.72
sdmcar/train/16-2,sdmcar,car,321,135,11.0,352.8,368.46,32.072,33.497,2.75
sdmcar/train/16-2,sdmcar,car,324,135,11.49,346.09,355.81,30.124,30.97,2.655
sdmcar/train/16-2,sdmcar,car,325,135,10.49,261.66,272.12,24.948,25.946,2.031
sdmcar/train/16-2,sdmcar,car,326,135,11.49,272.16,280.78,23.688,24.438,2.095
sdmcar/train/16-2,sdmcar,car,327,135,11.0,237.73,246.57,21.612,22.416,1.84
sdmcar/train/16-2,sdmcar,car,328,135,10.49,226.77,238.77,21.622,22.765,1.782
sdmcar/train/16-2,sdmcar,car,329,126,12.0,230.36,239.46,19.197,19.955,1.916
sdmcar/train/16-2,sdmcar,car,330,135,10.49,166.88,176.86,15.911,16.863,1.32
sdmcar/train/16-2,sdmcar,car,331,107,10.0,201.14,204.76,20.114,20.476,1.932
sdmcar/train/16-2,sdmcar,car,332,135,10.0,27.51,130.01,2.751,13.001,0.97
sdmcar/train/16-2,sdmcar,car,333,97,11.49,141.12,149.18,12.283,12.984,1.554
sdmcar/train/16-2,sdmcar,car,334,92,10.49,152.3,159.19,14.522,15.178,1.749
sdmcar/train/16-2,sdmcar,car,335,85,10.95,136.3,141.54,12.443,12.921,1.685
sdmcar/train/16-2,sdmcar,car,336,135,10.0,281.58,287.66,28.158,28.766,2.147
sdmcar/train/16-2,sdmcar,car,337,135,10.49,96.5,113.1,9.201,10.784,0.844
sdmcar/train/16-2,sdmcar,car,338,135,10.0,62.36,76.51,6.236,7.651,0.571
sdmcar/train/16-2,sdmcar,car,340,102,10.72,157.27,167.15,14.669,15.59,1.655
sdmcar/train/16-2,sdmcar,car,341,135,10.49,202.41,258.92,19.299,24.687,1.932
sdmcar/train/16-2,sdmcar,car,342,104,12.0,245.8,251.24,20.483,20.936,2.439
sdmcar/train/16-2,sdmcar,car,343,135,11.0,258.39,266.34,23.49,24.212,1.988
sdmcar/train/16-2,sdmcar,car,346,95,11.49,79.05,91.73,6.88,7.984,0.976
sdmcar/train/16-2,sdmcar,car,347,68,10.49,217.04,219.66,20.694,20.944,3.279
sdmcar/train/16-2,sdmcar,car,348,71,10.49,235.22,237.63,22.428,22.657,3.395
sdmcar/train/16-2,sdmcar,car,349,135,11.49,31.54,223.79,2.745,19.478,1.67
sdmcar/train/16-2,sdmcar,car,350,135,10.0,71.02,165.58,7.102,16.558,1.236
sdmcar/train/16-2,sdmcar,car,351,135,11.49,176.73,190.72,15.382,16.6,1.423
sdmcar/train/16-2,sdmcar,car,352,135,11.96,322.93,327.17,27.005,27.359,2.442
sdmcar/train/16-2,sdmcar,car,353,135,10.49,241.47,246.62,23.023,23.514,1.84
sdmcar/train/16-2,sdmcar,car,354,135,11.0,189.49,223.4,17.226,20.309,1.667
sdmcar/train/16-2,sdmcar,car,355,135,11.0,217.94,229.49,19.812,20.863,1.713
sdmcar/train/16-2,sdmcar,car,356,135,10.49,314.19,319.64,29.956,30.476,2.385
sdmcar/train/16-2,sdmcar,car,357,135,10.49,322.93,329.07,30.79,31.375,2.456
sdmcar/train/16-2,sdmcar,car,358,135,10.49,292.68,298.46,27.906,28.457,2.227
sdmcar/train/16-2,sdmcar,car,359,135,10.49,212.85,221.42,20.294,21.112,1.652
sdmcar/train/16-2,sdmcar,car,360,135,10.95,210.12,220.06,19.181,20.089,1.642
sdmcar/train/16-2,sdmcar,car,361,135,10.49,210.05,220.21,20.028,20.996,1.643
sdmcar/train/16-2,sdmcar,car,362,135,10.49,145.06,158.31,13.831,15.094,1.181
sdmcar/train/16-2,sdmcar,car,363,135,10.49,134.01,152.03,12.778,14.496,1.135
sdmcar/train/16-2,sdmcar,car,364,39,10.0,26.25,31.61,2.625,3.161,0.832
sdmcar/train/16-2,sdmcar,car,365,135,10.49,254.4,264.66,24.256,25.235,1.975
sdmcar/train/16-2,sdmcar,car,370,126,10.49,115.43,128.34,11.006,12.237,1.027
sdmcar/train/16-2,sdmcar,car,371,135,10.49,137.59,151.25,13.119,14.421,1.129
sdmcar/train/16-2,sdmcar,car,372,135,10.49,179.41,191.32,17.106,18.242,1.428
sdmcar/train/16-2,sdmcar,car,373,135,10.0,198.6,206.87,19.86,20.687,1.544
sdmcar/train/16-2,sdmcar,car,374,135,10.49,148.19,161.58,14.129,15.406,1.206
sdmcar/train/16-2,sdmcar,car,375,135,10.95,127.32,144.29,11.623,13.171,1.077
sdmcar/train/16-2,sdmcar,car,376,135,10.0,136.65,152.15,13.665,15.215,1.135
sdmcar/train/16-2,sdmcar,car,377,91,10.49,66.55,78.68,6.345,7.502,0.874
sdmcar/train/16-2,sdmcar,car,382,135,10.95,170.81,179.73,15.593,16.407,1.341
sdmcar/train/16-2,sdmcar,car,383,135,10.49,201.22,211.33,19.186,20.15,1.577
sdmcar/train/16-2,sdmcar,car,384,135,10.49,137.2,150.9,13.081,14.388,1.126
sdmcar/train/16-2,sdmcar,car,389,135,10.95,107.75,125.23,9.836,11.431,0.935
sdmcar/train/16-2,sdmcar,car,390,135,10.95,99.3,120.6,9.065,11.009,0.9
sdmcar/train/16-2,sdmcar,car,391,135,10.49,99.81,115.44,9.516,11.006,0.861
sdmcar/train/16-2,sdmcar,car,394,135,11.49,180.24,203.66,15.688,17.726,1.52
sdmcar/train/16-2,sdmcar,car,395,135,11.0,220.24,233.77,20.022,21.252,1.745
sdmcar/train/16-2,sdmcar,car,396,135,11.4,211.29,220.11,18.531,19.305,1.643
sdmcar/train/16-2,sdmcar,car,399,135,10.49,101.51,124.59,9.679,11.879,0.93
sdmcar/train/16-2,sdmcar,car,400,112,10.49,96.02,110.89,9.155,10.573,0.999
sdmcar/train/16-2,sdmcar,car,404,49,10.95,93.41,96.5,8.527,8.809,2.01
sdmcar/train/16-2,sdmcar,car,406,114,10.49,117.61,131.96,11.214,12.582,1.168
sdmcar/train/16-2,sdmcar,car,143,77,10.49,376.82,378.5,35.928,36.089,4.98
sdmcar/train/16-2,sdmcar,car,277,133,10.49,252.19,276.26,24.046,26.341,2.093
sdmcar/train/16-2,sdmcar,car,56,132,10.49,508.2,514.16,48.455,49.023,3.925
sdmcar/train/16-2,sdmcar,car,196,81,10.49,112.65,118.24,10.74,11.274,1.478
sdmcar/train/16-2,sdmcar,car,276,131,10.49,307.83,316.06,29.351,30.135,2.431
sdmcar/train/16-2,sdmcar,car,407,35,10.0,50.16,53.28,5.016,5.328,1.567
sdmcar/train/16-2,sdmcar,car,193,129,10.0,62.97,78.07,6.297,7.807,0.61
sdmcar/train/16-2,sdmcar,car,259,129,10.49,140.97,231.78,13.441,22.099,1.811
sdmcar/train/16-2,sdmcar,car,268,122,10.95,310.38,326.08,28.334,29.767,2.695
sdmcar/train/16-2,sdmcar,car,385,129,10.95,154.86,167.83,14.137,15.321,1.311
sdmcar/train/16-2,sdmcar,car,6,128,10.49,656.48,664.1,62.593,63.319,5.229
sdmcar/train/16-2,sdmcar,car,95,128,10.24,222.19,232.3,21.689,22.677,1.829
sdmcar/train/16-2,sdmcar,car,222,74,11.49,357.72,359.5,31.136,31.29,4.925
sdmcar/train/16-2,sdmcar,car,284,127,10.49,64.08,98.8,6.11,9.42,0.784
sdmcar/train/16-2,sdmcar,car,269,126,10.49,264.8,275.15,25.247,26.234,2.201
sdmcar/train/16-2,sdmcar,car,8,86,11.0,157.11,167.31,14.282,15.21,1.968
sdmcar/train/16-2,sdmcar,car,130,125,10.49,139.82,157.65,13.331,15.032,1.271
sdmcar/train/16-2,sdmcar,car,283,124,10.0,190.88,199.49,19.088,19.949,1.622
sdmcar/train/16-2,sdmcar,car,388,123,10.49,184.94,195.99,17.633,18.687,1.606
sdmcar/train/16-2,sdmcar,car,96,122,10.49,226.6,235.41,21.606,22.445,1.946
sdmcar/train/16-2,sdmcar,car,136,56,11.4,153.7,156.48,13.48,13.724,2.845
sdmcar/train/16-2,sdmcar,car,282,122,10.49,252.09,259.2,24.036,24.714,2.142
sdmcar/train/16-2,sdmcar,car,191,120,10.49,44.6,87.72,4.252,8.364,0.737
sdmcar/train/16-2,sdmcar,car,97,119,10.49,247.58,253.51,23.606,24.171,2.148
sdmcar/train/16-2,sdmcar,car,58,118,10.95,178.03,190.35,16.252,17.376,1.627
sdmcar/train/16-2,sdmcar,car,204,111,11.0,638.97,645.89,58.088,58.717,5.872
sdmcar/train/16-2,sdmcar,car,250,117,11.0,372.36,376.23,33.85,34.203,3.243
sdmcar/train/16-2,sdmcar,car,270,117,10.49,251.3,260.57,23.961,24.844,2.246
sdmcar/train/16-2,sdmcar,car,322,117,11.0,357.51,369.44,32.501,33.585,3.185
sdmcar/train/16-2,sdmcar,car,397,116,10.49,195.62,202.07,18.651,19.267,1.757
sdmcar/train/16-2,sdmcar,car,98,115,10.49,229.35,235.57,21.868,22.461,2.066
sdmcar/train/16-2,sdmcar,car,378,114,11.0,126.94,141.89,11.54,12.899,1.256
sdmcar/train/16-2,sdmcar,car,215,110,11.49,692.28,695.55,60.255,60.54,6.381
sdmcar/train/16-2,sdmcar,car,303,112,10.49,334.56,339.11,31.899,32.333,3.055
sdmcar/train/16-2,sdmcar,car,403,112,10.49,63.41,75.39,6.046,7.188,0.679
sdmcar/train/16-2,sdmcar,car,271,110,10.49,182.85,191.84,17.434,18.292,1.76
sdmcar/train/16-2,sdmcar,car,3,100,10.49,211.1,222.68,20.127,21.232,2.249
sdmcar/train/16-2,sdmcar,car,317,109,11.0,219.35,225.72,19.941,20.52,2.09
sdmcar/train/16-2,sdmcar,car,318,109,10.49,240.91,246.71,22.97,23.523,2.284
sdmcar/train/16-2,sdmcar,car,323,109,10.95,173.58,186.04,15.845,16.983,1.723
sdmcar/train/16-2,sdmcar,car,344,108,11.49,245.36,252.39,21.356,21.968,2.359
sdmcar/train/16-2,sdmcar,car,7,107,10.49,281.8,291.74,26.868,27.816,2.752
sdmcar/train/16-2,sdmcar,car,379,107,10.49,119.54,131.32,11.398,12.521,1.239
sdmcar/train/16-2,sdmcar,car,302,106,11.0,276.45,283.48,25.132,25.771,2.7
sdmcar/train/16-2,sdmcar,car,36,68,11.0,167.88,175.41,15.261,15.946,2.618
sdmcar/train/16-2,sdmcar,car,304,104,10.49,282.76,289.2,26.96,27.575,2.808
sdmcar/train/16-2,sdmcar,car,255,102,10.0,218.12,223.5,21.812,22.35,2.213
sdmcar/train/16-2,sdmcar,car,409,53,10.0,82.07,84.61,8.207,8.461,1.627
sdmcar/train/16-2,sdmcar,car,99,101,10.49,159.82,167.58,15.238,15.978,1.676
sdmcar/train/16-2,sdmcar,car,366,100,11.0,270.17,273.61,24.561,24.873,2.764
sdmcar/train/16-2,sdmcar,car,345,98,10.49,271.11,277.48,25.849,26.457,2.861
sdmcar/train/16-2,sdmcar,car,405,98,10.49,147.84,156.68,14.096,14.939,1.615
sdmcar/train/16-2,sdmcar,car,9,97,10.49,164.42,171.85,15.677,16.385,1.79
sdmcar/train/16-2,sdmcar,car,100,97,10.49,166.47,174.09,15.873,16.599,1.813
sdmcar/train/16-2,sdmcar,car,43,95,11.0,246.93,256.05,22.448,23.277,2.724
sdmcar/train/16-2,sdmcar,car,140,63,10.95,124.02,126.24,11.321,11.524,2.036
sdmcar/train/16-2,sdmcar,car,253,72,10.0,129.54,132.8,12.954,13.28,1.87
sdmcar/train/16-2,sdmcar,car,256,94,10.0,266.84,270.21,26.684,27.021,2.906
sdmcar/train/16-2,sdmcar,car,380,94,10.95,117.14,126.28,10.693,11.528,1.358
sdmcar/train/16-2,sdmcar,car,386,94,11.0,137.32,142.13,12.484,12.921,1.528
sdmcar/train/16-2,sdmcar,car,305,93,10.49,253.76,257.82,24.195,24.583,2.802
sdmcar/train/16-2,sdmcar,car,194,92,10.0,178.65,184.56,17.865,18.456,2.028
sdmcar/train/16-2,sdmcar,car,319,92,10.0,211.93,217.06,21.193,21.706,2.385
sdmcar/train/16-2,sdmcar,car,205,91,11.83,553.8,557.75,46.805,47.139,6.197
sdmcar/train/16-2,sdmcar,car,206,91,10.95,491.72,494.47,44.888,45.139,5.494
sdmcar/train/16-2,sdmcar,car,367,91,10.0,170.9,175.97,17.09,17.597,1.955
sdmcar/train/16-2,sdmcar,car,408,36,11.0,67.9,69.78,6.172,6.343,1.994
sdmcar/train/16-2,sdmcar,car,217,89,11.0,431.79,435.88,39.254,39.626,4.953
sdmcar/train/16-2,sdmcar,car,315,88,11.49,86.02,97.3,7.487,8.468,1.118
sdmcar/train/16-2,sdmcar,car,101,87,10.49,152.05,156.98,14.498,14.967,1.825
sdmcar/train/16-2,sdmcar,car,102,87,10.0,136.89,144.08,13.689,14.408,1.675
sdmcar/train/16-2,sdmcar,car,285,87,10.49,135.5,141.62,12.92,13.503,1.647
sdmcar/train/16-2,sdmcar,car,401,87,10.95,77.84,90.49,7.106,8.261,1.052
sdmcar/train/16-2,sdmcar,car,410,61,10.49,83.44,90.1,7.956,8.591,1.502
sdmcar/train/16-2,sdmcar,car,10,83,11.49,159.26,165.57,13.861,14.411,2.019
sdmcar/train/16-2,sdmcar,car,381,83,10.95,106.09,113.12,9.684,10.327,1.38
sdmcar/train/16-2,sdmcar,car,207,81,10.95,384.71,386.41,35.119,35.274,4.83
sdmcar/train/16-2,sdmcar,car,299,59,10.49,104.87,110.93,9.999,10.577,1.913
sdmcar/train/16-2,sdmcar,car,320,80,10.49,207.59,214.19,19.793,20.422,2.711
sdmcar/train/16-2,sdmcar,car,251,79,10.95,312.47,315.17,28.524,28.771,4.041
sdmcar/train/16-2,sdmcar,car,38,68,10.49,173.17,175.79,16.511,16.76,2.624
sdmcar/train/16-2,sdmcar,car,103,77,10.95,132.21,137.12,12.069,12.517,1.804
sdmcar/train/16-2,sdmcar,car,208,68,10.95,325.01,326.61,29.669,29.816,4.875
sdmcar/train/16-2,sdmcar,car,32,76,11.0,154.91,160.17,14.083,14.561,2.136
sdmcar/train/16-2,sdmcar,car,241,76,11.4,510.56,514.83,44.779,45.153,6.864
sdmcar/train/16-2,sdmcar,car,243,76,11.24,386.85,391.51,34.404,34.817,5.22
sdmcar/train/16-2,sdmcar,car,392,76,11.49,52.5,65.48,4.57,5.699,0.873
sdmcar/train/16-2,sdmcar,car,298,39,10.49,54.67,56.84,5.213,5.419,1.496
sdmcar/train/16-2,sdmcar,car,402,75,13.49,123.74,129.75,9.172,9.617,1.753
sdmcar/train/16-2,sdmcar,car,286,73,10.49,118.85,122.5,11.332,11.68,1.701
sdmcar/train/16-2,sdmcar,car,316,73,10.95,61.29,70.16,5.595,6.405,0.974
sdmcar/train/16-2,sdmcar,car,339,73,10.0,77.25,81.93,7.725,8.193,1.138
sdmcar/train/16-2,sdmcar,car,39,72,10.49,167.8,169.42,15.999,16.154,2.386
sdmcar/train/16-2,sdmcar,car,287,71,10.49,153.62,157.37,14.647,15.005,2.248
sdmcar/train/16-2,sdmcar,car,288,71,10.49,65.09,76.13,6.206,7.259,1.088
sdmcar/train/16-2,sdmcar,car,368,71,10.49,148.26,151.39,14.136,14.434,2.163
sdmcar/train/16-2,sdmcar,car,262,68,10.49,114.92,118.04,10.957,11.255,1.762
sdmcar/train/16-2,sdmcar,car,104,66,10.49,101.1,105.98,9.64,10.104,1.63
sdmcar/train/16-2,sdmcar,car,4,64,10.95,106.22,111.91,9.696,10.216,1.776
sdmcar/train/16-2,sdmcar,car,263,64,10.95,135.54,139.15,12.373,12.703,2.209
sdmcar/train/16-2,sdmcar,car,260,45,11.49,65.09,67.42,5.665,5.869,1.532
sdmcar/train/16-2,sdmcar,car,244,61,11.0,285.01,287.79,25.91,26.162,4.796
sdmcar/train/16-2,sdmcar,car,105,60,10.0,122.54,124.19,12.254,12.419,2.105
sdmcar/train/16-2,sdmcar,car,11,59,10.49,135.1,137.98,12.882,13.156,2.379
sdmcar/train/16-2,sdmcar,car,398,54,10.95,58.82,65.9,5.37,6.016,1.243
sdmcar/train/16-2,sdmcar,car,264,53,10.49,57.28,64.04,5.461,6.106,1.232
sdmcar/train/16-2,sdmcar,car,209,52,11.0,249.91,250.27,22.719,22.752,4.907
sdmcar/train/16-2,sdmcar,car,289,52,10.49,101.66,105.19,9.693,10.03,2.063
sdmcar/train/16-2,sdmcar,car,301,52,10.49,96.91,99.63,9.24,9.499,1.953
sdmcar/train/16-2,sdmcar,car,13,50,11.0,110.34,112.49,10.031,10.226,2.296
sdmcar/train/16-2,sdmcar,car,210,50,10.0,249.21,250.37,24.921,25.037,5.11
sdmcar/train/16-2,sdmcar,car,245,50,10.95,247.95,249.27,22.635,22.755,5.087
sdmcar/train/16-2,sdmcar,car,12,47,11.49,184.56,187.45,16.064,16.315,4.075
sdmcar/train/16-2,sdmcar,car,387,47,11.4,50.96,58.07,4.469,5.093,1.262
sdmcar/train/16-2,sdmcar,car,195,45,10.0,81.27,83.13,8.127,8.313,1.889
sdmcar/train/16-2,sdmcar,car,252,45,10.49,132.5,134.21,12.633,12.796,3.05
sdmcar/train/16-2,sdmcar,car,247,44,10.0,214.74,215.38,21.474,21.538,5.009
sdmcar/train/16-2,sdmcar,car,369,44,12.25,99.13,100.66,8.094,8.219,2.341
sdmcar/train/16-2,sdmcar,car,246,43,11.0,174.6,175.62,15.873,15.965,4.181
sdmcar/train/16-2,sdmcar,car,248,42,10.49,234.58,235.34,22.366,22.439,5.74
sdmcar/train/16-2,sdmcar,car,211,38,11.49,162.52,162.84,14.145,14.173,4.401
sdmcar/train/16-2,sdmcar,car,258,38,10.49,104.51,105.41,9.965,10.05,2.849
sdmcar/train/16-2,sdmcar,car,265,38,10.95,67.88,69.48,6.197,6.343,1.878
sdmcar/train/16-2,sdmcar,car,212,35,10.0,117.0,118.05,11.7,11.805,3.472
sdmcar/train/16-2,sdmcar,car,14,34,10.49,80.81,84.04,7.705,8.013,2.547
sdmcar/train/16-2,sdmcar,car,213,34,10.49,156.2,156.83,14.893,14.953,4.752
sdmcar/train/16-2,sdmcar,car,249,32,11.0,161.82,162.35,14.711,14.759,5.237
sdmcar/train/16-2,sdmcar,car,242,31,10.49,142.13,142.36,13.551,13.574,4.745
sdmcar/train/16-2,sdmcar,car,393,24,10.72,8.5,12.12,0.793,1.13,0.527
sdmcar/train/16-2,sdmcar,car,118,23,10.95,74.3,74.75,6.783,6.824,3.398
sdmcar/train/17-1,sdmcar,car,0,30,9.95,88.56,88.93,8.9,8.938,3.067
sdmcar/train/17-1,sdmcar,car,1,27,7.94,77.81,78.64,9.803,9.907,3.024
sdmcar/train/17-1,sdmcar,car,2,60,9.38,194.41,195.23,20.724,20.812,3.309
sdmcar/train/17-1,sdmcar,car,3,56,6.48,191.51,193.59,29.551,29.872,3.52
sdmcar/train/17-1,sdmcar,car,4,78,7.48,250.64,253.87,33.493,33.925,3.297
sdmcar/train/17-1,sdmcar,car,5,73,6.48,261.57,263.24,40.361,40.619,3.656
sdmcar/train/17-1,sdmcar,car,6,91,7.48,258.32,261.33,34.52,34.922,2.904
sdmcar/train/17-1,sdmcar,car,7,105,8.49,283.84,286.81,33.45,33.801,2.758
sdmcar/train/17-1,sdmcar,car,8,124,8.0,274.62,281.49,34.328,35.187,2.289
sdmcar/train/17-1,sdmcar,car,9,108,8.37,354.22,357.4,42.337,42.718,3.34
sdmcar/train/17-1,sdmcar,car,10,212,8.94,323.58,341.31,36.177,38.16,1.618
sdmcar/train/17-1,sdmcar,car,11,136,9.38,327.42,334.23,34.903,35.629,2.476
sdmcar/train/17-1,sdmcar,car,12,159,8.77,461.18,470.61,52.556,53.631,2.979
sdmcar/train/17-1,sdmcar,car,13,212,9.0,422.66,435.24,46.962,48.36,2.063
sdmcar/train/17-1,sdmcar,car,14,208,7.71,726.59,732.63,94.236,95.02,3.539
sdmcar/train/17-1,sdmcar,car,15,212,7.94,452.76,463.91,57.042,58.447,2.199
sdmcar/train/17-1,sdmcar,car,16,212,7.94,607.37,622.14,76.522,78.382,2.949
sdmcar/train/17-1,sdmcar,car,17,212,7.48,494.79,560.59,66.12,74.912,2.657
sdmcar/train/17-1,sdmcar,car,18,212,7.0,435.09,548.02,62.156,78.288,2.597
sdmcar/train/17-1,sdmcar,car,19,212,7.75,397.3,507.03,51.292,65.457,2.403
sdmcar/train/17-1,sdmcar,car,20,212,6.93,404.26,512.97,58.35,74.041,2.431
sdmcar/train/17-1,sdmcar,car,21,212,6.48,414.12,473.54,63.9,73.069,2.244
sdmcar/train/17-1,sdmcar,car,22,212,7.48,457.56,556.55,61.145,74.372,2.638
sdmcar/train/17-1,sdmcar,car,23,212,7.94,468.19,529.21,58.987,66.675,2.508
sdmcar/train/17-1,sdmcar,car,24,212,7.48,469.72,482.38,62.769,64.461,2.286
sdmcar/train/17-1,sdmcar,car,25,212,5.48,51.16,69.39,9.34,12.67,0.329
sdmcar/train/17-1,sdmcar,car,26,212,7.0,237.84,266.16,33.977,38.022,1.261
sdmcar/train/17-1,sdmcar,car,27,212,7.75,103.36,128.73,13.344,16.619,0.61
sdmcar/train/17-1,sdmcar,car,29,212,6.48,85.01,118.35,13.117,18.261,0.561
sdmcar/train/17-1,sdmcar,car,30,212,6.32,89.66,122.74,14.177,19.406,0.582
sdmcar/train/17-1,sdmcar,car,31,212,6.48,307.22,327.36,47.406,50.513,1.551
sdmcar/train/17-1,sdmcar,car,32,212,7.94,185.58,219.0,23.381,27.591,1.038
sdmcar/train/17-1,sdmcar,car,33,212,8.12,83.69,106.36,10.301,13.092,0.504
sdmcar/train/17-1,sdmcar,car,34,212,7.75,108.31,137.4,13.983,17.738,0.651
sdmcar/train/17-1,sdmcar,car,35,192,8.0,413.1,606.86,51.638,75.858,3.177
sdmcar/train/17-1,sdmcar,car,36,184,6.0,401.32,443.37,66.886,73.895,2.423
sdmcar/train/17-1,sdmcar,car,37,195,6.93,421.49,433.39,60.837,62.554,2.234
sdmcar/train/17-1,sdmcar,car,38,151,6.93,646.25,650.46,93.278,93.886,4.336
sdmcar/train/17-1,sdmcar,car,41,63,6.93,179.03,183.58,25.84,26.497,2.961
sdmcar/train/17-1,sdmcar,car,43,212,7.94,548.47,565.15,69.101,71.203,2.678
sdmcar/train/17-1,sdmcar,car,45,198,7.94,502.63,593.35,63.326,74.755,3.012
sdmcar/train/17-1,sdmcar,car,46,160,6.48,609.06,613.49,93.98,94.663,3.858
sdmcar/train/17-1,sdmcar,car,47,176,7.35,575.86,580.26,78.364,78.963,3.316
sdmcar/train/17-1,sdmcar,car,48,168,8.37,361.81,396.99,43.244,47.449,2.377
sdmcar/train/17-1,sdmcar,car,49,98,6.93,92.29,126.74,13.322,18.293,1.307
sdmcar/train/17-1,sdmcar,car,51,162,6.48,203.21,247.23,31.357,38.149,1.536
sdmcar/train/17-1,sdmcar,car,52,162,7.0,113.44,161.88,16.205,23.126,1.005
sdmcar/train/17-1,sdmcar,car,53,185,8.37,321.15,333.61,38.385,39.874,1.813
sdmcar/train/17-1,sdmcar,car,54,195,7.35,246.11,309.35,33.491,42.097,1.595
sdmcar/train/17-1,sdmcar,car,55,191,7.48,439.63,456.76,58.748,61.037,2.404
sdmcar/train/17-1,sdmcar,car,56,189,6.93,486.12,496.69,70.166,71.692,2.642
sdmcar/train/17-1,sdmcar,car,57,212,7.94,145.42,247.96,18.321,31.24,1.175
sdmcar/train/17-1,sdmcar,car,58,212,8.37,205.72,345.83,24.588,41.335,1.639
sdmcar/train/17-1,sdmcar,car,59,212,8.49,169.78,319.91,20.008,37.702,1.516
sdmcar/train/17-1,sdmcar,car,60,212,7.48,197.32,303.88,26.368,40.607,1.44
sdmcar/train/17-1,sdmcar,car,61,184,7.48,380.27,571.4,50.816,76.357,3.122
sdmcar/train/17-1,sdmcar,car,62,181,7.94,425.07,439.64,53.554,55.389,2.442
sdmcar/train/17-1,sdmcar,car,63,182,8.49,454.19,467.48,53.527,55.093,2.583
sdmcar/train/17-1,sdmcar,car,64,212,6.93,230.53,391.09,33.274,56.449,1.854
sdmcar/train/17-1,sdmcar,car,65,212,7.48,268.9,305.23,35.933,40.788,1.447
sdmcar/train/17-1,sdmcar,car,66,212,8.77,242.56,295.13,27.642,33.633,1.399
sdmcar/train/17-1,sdmcar,car,67,212,18.0,189.36,210.41,10.52,11.689,0.997
sdmcar/train/17-1,sdmcar,car,68,212,9.8,72.27,123.0,7.376,12.554,0.583
sdmcar/train/17-1,sdmcar,car,69,212,7.35,263.21,296.57,35.818,40.358,1.406
sdmcar/train/17-1,sdmcar,car,70,54,6.48,67.68,74.3,10.444,11.465,1.402
sdmcar/train/17-1,sdmcar,car,71,123,6.0,194.45,210.87,32.408,35.144,1.728
